,Unnamed: 0,Song,Artist,Lyricist,Composer,Lyric
91,91,くるみ割り人形,"
石川ひとみ",三浦徳子,馬飼野康二,瑠璃色 風吹くアスファルト 跳びはねる赤い靴 虹を描く… ガラスの瞳に映る街 誰かと腕を組み あなたが消えた danceが終わったあと 取り残された… 静まりかえる舞台 私一人だけよ… くるみ割り お人形 あやつる人がいないの くるみ割り お人形 夢は昨夜割れたの… ヒロイン 夢見た赤い靴 パートナーあなただけと 思い込んでいた ガラスの心が飛び散るわ 踊り出す女の顔 私じゃないの あなたの心の中 誰かでいっぱい トウ・シューズをはいても 動けもしないの… くるみ割り お人形 あやつる人がいないの くるみ割り お人形 青い影が揺れるわ くるみ割り お人形 あやつる人がいないの くるみ割り お人形 夢は昨夜割れたの…
92,92,遥かなる恋人へ,"
西城秀樹",竜真知子,馬飼野康二,南の風が 雪をとかす頃 あなたの街へと 帰ってゆきたい 遠い故郷(ふるさと)に 残した恋人 あなたは 待っててくれるだろうか こごえた胸に 今よみがえる イン・マイ・ハート まぶしいあなたの愛 忘れた日はなかった 春の窓辺の 陽だまりのような 柔らかな 微笑みを もう一度 長くきびしい 冬をのり越えて あなたをこの手で 倖わせにしたい 都会に向けて 旅立ったあの日 あなたは目を伏せ 涙かくした つらい気持ちを わかっていながら 優しい言葉も 言えずに別れた 瞳とじれば 今よみがえる イン・マイ・ハート あなたの笑顔だけが 支えと気づいたのさ めざめる朝の ぬくもりのような さわやかな まなざしを もう一度 長くきびしい 冬をのり越えて あなたをこの手で 倖わせにしたい あなたをこの手で 倖わせにしたい
93,93,いまだ!!,"
ジャニーズWEST",松井五郎,馬飼野康二,頑張りすぎて くたびれちゃったり 心は元気かい？ どうだい？ Boys & Girls ダメな日もある 諦めちゃったり それで終わりかい？ どうだい？ One more Chance あっちこっち動いてGo なんだかんだ試してこう 後ろ向きじゃ 夢だって 逃げちゃうよ さぁ やっちゃいな 行くぞ 絶対のHopで 行くぞ 永遠のStepで 行くぞ 完璧Jumpで 君はここじゃ終わらない やるぞ 太陽はHeartだ やるぞ 友情はYellだ やるぞ 青春はDanceだ それが君の答えさ いまだ！！ ひとりじゃ無理な 坂道だったら 肩を貸そうか？ そうさ You're my friend 弱点なんて 誰でもあるさ それでもいいじゃん？ そうさ Only One じっとなんかしてちゃNo あーだこーだ叫んじゃおう ひとつひとつ 未来を 積み上げよう さぁ やっちゃいな 行くぞ 絶対のRhythmで 行くぞ 永遠のBeatで 行くぞ 完璧Harmony 僕らいつも一緒さ やるぞ 太陽はSignだ やるぞ 友情はPowerだ やるぞ 青春はChallenge それがきっと答えさ いまだ！！ 難問だって向かってGo 冒険だってしちゃってこう したいことが まだまだ あるはずさ さぁ やっちゃいな 行くぞ 絶対のHopで 行くぞ 永遠のStepで 行くぞ 完璧Jumpで 君はここじゃ終わらない やるぞ 太陽はHeartだ やるぞ 友情はYellだ やるぞ 青春はDanceだ それが君の答えさ いまだ！！ いまだ！！
94,94,愛の光と影,"
鈴木宏子",山上路夫,馬飼野康二,愛が苦しみなら いくらでも苦しもう それが君の心に いつか届くまで 君は光 僕は影 離れられない 二人のきずな 苦しめば苦しむほど 愛は深まる この胸を傷つけて 愛は 愛は深まる (セリフ)愛しても 愛と呼べない 僕の目は もう君を見ることが できなくなる…オスカル 君が死ぬ時には この僕も死ぬ時だ 永遠の愛を捧げる 君にいつの日も 思いおこせ 剣を置いて 君を抱くのは 一人の男 哀しめば哀しむほど 愛は深まる うすれゆく星を見て 愛は 愛は深まる 君は命 僕の命 誰が切ろうと 切れないきずな 苦しめば苦しむほど 愛は 深まる この胸を傷つけて 愛は 愛は深まる (セリフ)オスカル!
95,95,だって太陽は君なんだ,"
Sexy Zone",松井五郎,馬飼野康二,Hurry up Hurry upいますぐ 南風を奪って Hurry up Hurry upおいでよ 僕の胸の真ん中 いままでと違うReaction 唇に溶けるEmotion 夏はここにある だって太陽は君なんだ Right on Right on Right on Right on Right on Right on Squallに濡れた睫毛が 弾いた光に輝く街 ずっと Monochromeに沈んでた 世界のすべてを君が変える What do you want？ 知りたいよ Where do you see？ ふたり一緒に When do you go？ きっとこの先に 僕らはなにかを見つけられるだろう Hurry up Hurry upいますぐ 時のロープほどいて Hurry up Hurry up行こうよ 夢が続くどこかへ ときめきをつなぐQuestion 瞳でわかるVibration 夏がはじまるよ だって太陽は君なんだ Right on Right on Right on Right on Right on Right on 空を見上げた横顔に 宝石みたいに滲んだ汗 そっと 熱くふれたその瞬間 僕らは秘密で結ばれるかい What do you want？ 教えてよ Where do you see？ ずっとそばにいて When do you go？ 待っていられない 出逢えたことから逃げられないもの Hurry up Hurry upおいでよ 南風を奪って Hurry up Hurry upいますぐ 僕の胸の真ん中 いままでと違うReaction 唇に溶けるEmotion 夏はここにある だって太陽は君なんだ ひとりでは 見えない空が 君の瞳に映るとき つながりを 感じるよ 愛に愛は応える 胸の音を信じて 愛が愛を叶える ふたり夏を感じて Hurry up Hurry upいますぐ 時のロープほどいて Hurry up Hurry up行こうよ 夢が続くどこかへ ときめきをつなぐQuestion 瞳でわかる Vibration 夏がはじまるよ だって太陽は君なんだ Right on Right on Right on Right on Right on Right on おいで Right on Right on Right on Right on Right on Right on ここへ
96,96,どうしても君がいい,"
SMAP",小倉めぐみ,馬飼野康二,かわいくない唇 憎まれ口ばかりさ 目の前に立ってたら すぐにふさぐのに カードがもう 無くなるから とにかくここで待ってる 思いきり 電話を切った どうしても君がいい なんでかわからないけど 真夜中の舗道で ばかみたいに待つくらい どうしても君がいい 他の誰も欲しくない 愛しあって信じあって 抱きしめあって眠って 単純であたたかい 恋ならよかった 予定はもう 崩れっぱなし ちっぽけな噂ひとつで 情けなく 傷つけあってる どうしても君がいい 痛みばかりがふえても いつだって悩ませる キスもまだ下手なくせに どうしても君がいい 誰の顔も浮かばない 言葉だけじゃ 始まらない 抱きしめたら信じさせる 何もかも 伝わる気がする どうしても君がいい 痛みばかりがふえても いつだって悩ませる キスもまだ下手なくせに どうしても君がいい 誰の顔も浮かばない どうしても君がいい なんでかわからないけど どうしても君がいい ばかみたいに待つくらい どうしても君がいい 他の誰も欲しくない
97,97,ひとり街角,"
小泉今日子",三浦徳子,馬飼野康二,白い貝がらブローチ 落とした私 あなたに そうよはじめて贈られた愛 ふざけてブラウスの 端っこにつけていた 額に汗 昼下り… 今夜の電話でごめんねを言うのは たやすいことと たやすいことと 知っているけど これきりこの恋 午後の陽ざしの向こうに 消えちゃいそうで こわい 揺れる 揺れる 揺れる街角 遠い潮騒 聴けてわ 白いブローチ テーブルはさみ ジョークに耳を近づけ レースの花模様 あの日の砂浜よ カップの船 走らせた… 明日もあなたと さりげない気持で ほほえみあうと ほほえみあうと 知っているけど これきりこの恋 午後の陽ざしの向こうに 消えちゃいそうで こわい 揺れる 揺れる 揺れる街角 今夜の電話でごめんねを言うのは たやすいことと たやすいことと 知っているけど これきりこの恋 午後の陽ざしの向こうに 消えちゃいそうで こわい 揺れる 揺れる 揺れる街角
98,98,ラブレター,"
河合奈保子",竜真知子,馬飼野康二,好きです 言えないけど 好きです 言えないけど あなたと 目があわないように 横顔だけいつも 見てるの ひと目で 気づかれてしまう この想いかくせない 私だから ためらい ライライ ラブレター なぜかふるえる 指先 ためらい ライライ ラブレター 秘密がふえてゆく 年頃 好きです 言えないけど 好きです 言えないけど このごろ 変わったみたいって 言われるたび なぜかせつない 鏡に映った 私は この髪もくちびるも 恋してるの ためらい ライライ ラブレター 指でなぞった イニシャル ためらい ライライ ラブレター ちいさなため息を わかって 好きです 言えないけど 好きです 言えないけど 好きです 言えないけど 好きです 言えないけど
99,99,乾いた大地,"
串田アキラ",井荻麟,馬飼野康二,もしも友と呼べるなら 許して欲しい あやまちを いつかつぐなう時もある 今日という日はもうないが 生命(いのち)あったら 語ろう真実 乾いた大地は 心やせさせる 乾いた大地は 心やせさせる もしも夢があるのなら すてよう今は つらいから 明日(あす)の生命(いのち)を つなぐため 今日という日がきえてゆく 生命(いのち)あったら 語ろう力を 乾いた大地は 心すさませる 乾いた大地は 心すさませる もしも愛があるのなら 黙って欲しい 今日だけは いつか抱き合う 朝焼けに 今日という日はもうないが 生命(いのち)あったら 語ろうやすらぎ 乾いた大地は 心こおらせる 乾いた大地は 心こおらせる
100,100,やんちゃなヒーロー,"
Hey! Say! 7",松井五郎,馬飼野康二,C'mon C'mon C'mon ×4 やっぱ元気がいいだろー やっぱ涙じゃないだろー ハンパないっていいだろー だってひとりじゃないだろー 顔を上げてごらん そばに僕がいる 夢は 夢は 夢は 不滅さ (いけそうじゃん) 無敵さ (できそうじゃん) 永遠さ (がんばるじゃん) 1 2 3 4 Go！！ やんちゃなヒーロー なっちゃおう 負けないハート なっちゃおう まちがったって大丈夫 こんなもんじゃないんだろー これからだって 言っちゃおう あきらめないって 言っちゃおう そろそろ世界を変えちゃおうか 君のパワーで やっちゃおう C'mon C'mon C'mon ×4 やっぱ笑ってこーぜ やっぱ飛んでみよーぜ ガチで勝っていこーぜ ダッシュ決めてみよーーぜ 握りしめてごらん 君と同じ手を 愛は 愛は 愛は 奇跡さ (いけそうじゃん) 力さ (できそうじゃん) 絆さ (がんばるじゃん) 1 2 3 4 Go！！ やんちゃなヒーロー なっちゃおう 負けないハート なっちゃおう 傷ついたって大丈夫 朝はかならず来るだろー まだまだだって 言っちゃおう 怖がらないって 言っちゃおう そろそろ未来を変えちゃおうか 君のパワーで やっちゃおう どーよ？ こっからは どうするの？ どうなるの？ あんまりちゃんと収まるな どうなったっていいさ 断然愛が大事 真っ正面から行こうか 真っ向勝負で行こうか 絶対Coolに行こうか C'mon C'mon C'mon ×7 1 2 3 4 Go！！ やんちゃなヒーロー なっちゃおう 負けないハート なっちゃおう まちがったって大丈夫 こんなもんじゃないんだろー これからだって 言っちゃおう あきらめないって 言っちゃおう そろそろ世界を変えちゃおうか 君のパワーで やっちゃおう C'mon C'mon C'mon ×4
101,101,北街角,"
近藤真彦",原真弓,馬飼野康二,北街角の心は熱い 愛しい人がほほえむ町 気のきくセリフ 言えない俺を 今日もひとり待つよ 片思いしてたんだ あの頃のおまえに 偶然に訪れた ここで会えたなんて…… 遠いとこへ 越して行った 細い後ろ姿 北街角の心は熱い 俺の想い気付きもせず 15の時と変わらぬ声で 好きな人を聞くよ まぶしげに見る癖や 何気ない仕草が この胸にやさしさを 強くあふれさせる 髪を編んだ頃の夢は いくつ叶ったかい 北街角の出会いは熱い 冬の風に凍えるほど…… 綺麗になった分だけきっと 涙あったはずさ 北街角で約束しよう 悲しい時はそばにいるよ 今でも 俺は不器用だけど 守ることはできる 北街角の心は熱い 愛しい人がほほえむ町 気のきくセリフ 言えない俺を 今日もひとり待つよ
102,102,ロマンティックに勝利をつかめ,"
Sexy Zone",久保田洋司,馬飼野康二,ロマンティックに勝利をつかめ 君にしかできない鮮やかさで ドラマティックに笑顔を見せて 世界中が君に見とれている この日を目指して 積み重ねた日々 朝の光さえも 特別に感じる 真剣な顔で 鏡を覗いてる 昨日の君よりも 今日はずっと 素敵に輝く瞳 ロマンティックに勝利をつかめ 君にしかできない鮮やかさで ドラマティックに笑顔を見せて 世界中が君に見とれている いつもの駅まで はや足で歩く いつもと変わらない 景色が嬉しい 心地いい風が 頬をかすめてゆく きっと大丈夫と 大きな力 感じて頷く君さ ロマンティックに願いをこめて 理想は美しく超えてゆこう ドラマティックに抱きしめてくれ 君だけが描ける新たな夢 高鳴る胸の鼓動には 信じてると ささやく ロマンティックに勝利をつかめ 君にしかできない鮮やかさで ドラマティックに笑顔を見せて 世界中が君に見とれている ロマンティックに願いをこめて 理想は美しく超えてゆこう ドラマティックに抱きしめてくれ 君だけが描ける新たな夢
103,103,微笑みをあずけて,"
光GENJI",松井五郎,馬飼野康二,ひとりきりで眠れなくて さみしいとき 屋根の上で星屑と 話をしよう 空はいつも 君の気持ち 見つめている こぼしたい涙をいま どこにしまうの? 心 閉ざさないで 夜を信じて 夢はそんなに 遠くはないさ そうさ 泣いたっていいんだよ ほんとはひとりじゃないよ この夜空 同じように 誰かが見てる そうさ 泣いたっていいんだよ 想い出をそっと抱いて なによりも 輝いてる 微笑みを僕にあずけて そうさ 泣いたっていいんだよ 心 優しくなるまで この夜空 君のために 果てしないのさ そうさ 泣いたっていいんだよ 神様は許してくれる なによりも輝いてる 微笑みを僕にあずけて
104,104,恋の暴走,"
西城秀樹",安井かずみ,馬飼野康二,嫌いになれるなら 教えて欲しいのさ 恋に恋にひきずられ 会えば 言えなくなる あなたにさよならを 腕の中の バラ色の肌を もう一度抱きしめて みつめあい 愛してはいけないか 倖せに裏切られ 泣かないであなた そして僕まで ダメに ダメに ダメになりそう 明日があるなんて 慰めはいらない くだけて散る ガラスの夜だよ 体ぶつけようか ガラスの傷ぐちに これで最後 ふりむいた瞳 もう一度抱きしめて はじめから 愛してはいけないか 人生に裏切られ つらいけど二人 そして僕こそ ダメに ダメに ダメになりそう 忘れましょうなんて 僕には通じない くだけて散る ガラスの夜だよ
105,105,おはようスパンク,"
井上望",荒木とよひさ,馬飼野康二,おはようスパンク おはようスパンク あなたがそばで 目覚める朝は 陽(ひ)ざしのシャワーを いっぱいあびながら 海で心の お洗濯 Run Run Run 駆けておいでよスパンク Run Run Run ここへおいでよスパンク 空に浮んだ 白い雲 どこかあなたに 似ているわ スパンク スパンク 大好きよ スパンク スパンク 二人で一人 おはようスパンク おはようスパンク あなたと今日も 駆けだす渚 光のかけらを ほっぺにはじかせて 夢をこの手で つかむのよ Run Run Run ついておいでよスパンク Run Run Run そばにおいでよスパンク 空を背のびで つかんだら きっと明日が 見えてくる スパンク スパンク 大好きよ スパンク スパンク 二人で一人 Run Run Run 駆けておいでよスパンク Run Run Run ここへおいでよスパンク 虹のかけ橋 幸福(しあわせ)を いつもいっしょに 探すから スパンク スパンク 大好きよ スパンク スパンク 二人で一人
106,106,ルフラン,"
井上望",山上路夫,馬飼野康二,ルフラン ルフラン ルフラン ルフラン ルフラン あなたの名前を 呼んでいたわ コーヒー二つも 入れた私 あなたはいないの おばかさんね 朝陽の部屋には 私だけよ 別れた今も あなたの名前 心の中でくり返す ルフラン 愛していると さざ波みたいに 私はいつもくり返す ルフランを あなたと二人で 見た映画を 夜中のテレビで やっているわ ラストの悲しさ 知ってたけど 一人で見たらば 泣けて来たわ 別れた今も あなたの名前 心の中でくり返す ルフラン 愛していると さざ波みたいに 私はいつもくり返す ルフランを ルフラン ルフラン ルフラン ルフラン ルフラン 若さのせいと 言いたくないの 素敵な日々とくり返す ルフラン 今でも愛は さめてはいないと 私はいつもくり返す ルフランを (ルフラン) ルフラン ルフラン ルフラン ルフラン ルフラン ルフラン ルフラン ルフラン ルフラン…
107,107,勇気100％,"
Ya-Ya-yah",松井五郎,馬飼野康二,がっかりして めそめそして どうしたんだい 太陽みたいに笑う きみはどこだい やりたいこと やったもん勝ち 青春なら つらいときはいつだって そばにいるから 夢はでかくなけりゃ つまらないだろう 胸をたたいて 冒険しよう そうさ100％勇気 もうがんばるしかないさ この世界中の元気 抱きしめながら そうさ100％勇気 もうやりきるしかないさ ぼくたちが持てる輝き 永遠に忘れないでね ぶつかったり 傷ついたり すればいいさ HEARTが燃えているなら 後悔しない じっとしてちゃ はじまらない このときめき きみと追いかけてゆける 風が好きだよ 昨日 飛べなかった 空があるなら いまあるチャンス つかんでみよう そうさ100％勇気 さぁ飛び込むしかないさ まだ涙だけで終わる ときじゃないだろう そうさ100％勇気 もう ふりむいちゃいけない ぼくたちはぼくたちらしく どこまでも駈けてゆくのさ たとえさみしすぎる 夜がきたって 新しい朝 かならずくるさ そうさ100％勇気 もうがんばるしかないさ この世界中の元気 抱きしめながら そうさ100％勇気 もうやりきるしかないさ ぼくたちが持てる輝き 永遠に忘れないでね
108,108,夏のせいかしら,"
夏木マリ",安井かずみ,馬飼野康二,いきなり踊ろうなんて 遊びなれた人かしら 肩を抱かれ 恋をしそう 夏のせいかしら やけた肌にふれてくる 踊り方が気になるの このままだと 恋をしそう 夏のせいかしら 助けが要るよな 不思議な気持で つづけてダンス踊れば 真夏の夜空に 降るような星影 今夜は特別 熱い熱い太陽に いじめられた素肌には バラ色した恋のしるし 夏のせいかしら いきなり手をつかまえて 「好きだ」なんて言う彼の 乱暴さに 恋をしそう 夏のせいかしら 助けが要るよな 不思議な気持で ラストのダンス踊れば 真夏の夜空に 降るよな星影 今夜は特別 白いシャツが目に痛い ふたりだけが残された ナイトクラブ 恋がゆれる 夏のせいかしら
109,109,夢伝説～ペルシャン・ブルー～,"
高田みづえ",竜真知子,馬飼野康二,耳もと すべる涙で めざめた 夢の余韻が あなたの 腕の中でも 私を おびえさせる それは 乾いた 砂漠に 置き去りにされた 私 あなたを たずねて 仰ぐ 空は ペルシャのブルー 幾千年も 同じ心で 幾千年も 同じ命で 時の魔術に かかったように 愛したい 愛したい あなたひとりを せつなく とじたまぶたに そっと くちづけするひと こんな 優しいしぐさ 忘れられなく なるわ そうよ 愛したときから 別れは しのびこんでる だけど 今はこのまま 奇跡を 信じたいの 幾千年も 同じ心で 幾千年も 同じ命で 時の魔術に かかったように 愛したい 愛したい あなたひとりを 幾千年も 同じ心で 幾千年も 同じ命で 時の魔術に かかったように 愛したい 愛したい あなたひとりを 幾千年も 同じ心で 幾千年も 同じ命で 時の魔術に かかったように 愛したい 愛したい あなたひとりを
110,110,プリンプリン物語,"
石川ひとみ",石山透,馬飼野康二,ワン ツー ワン ツー スリー フォー プリン プリン プリン プリン プリン プリン それゆけ プリンプリンプリン どこまでも プリンプリン きみと いっしょに どこまでも プリンプリン ゆくては ひろがる 夢のよう どこまで 行っても 明日がある それゆけ プリンプリンプリン 手を組んで プリンプリン 友だち 同志が 手を組んで プリンプリン なにが あろうと おそれるな 手を組みゃ こころも かようのさ ゴーゴーゴーゴー プリンプリンプリン ゴーゴーゴーゴー プリンプリンプリン プリンセス プリンセス ウィズ ラブ ノーノー プリンプリン イエス イエス プリンプリン プリンセス プリンプリン それゆけ プリンプリンプリン 歌おうよ プリンプリン こえを あわせて 歌おうよ プリンプリン 足並 そろえて 雨の中 歌えば 嵐も 晴れるんだ ゴーゴーゴーゴー プリンプリンプリン ゴーゴーゴーゴー プリンプリンプリン プリンセス プリンセス ウィズ ラブ ノーノー プリンプリン イエス イエス プリンプリン プリンセス プリンプリン
111,111,いとしのロビン・フッドさま,"
榊原郁恵",藤公之介,馬飼野康二,あなたに夢中なの 気づいてくれたのね やさしいまなざしで 私を誘うの 木陰に身をかくし ロビン・フッドみたいに すばやく愛の矢を はなってくれた 青い青いリンゴが 赤く赤く色づいたのは あなたの矢が ささったせいよ 二人の幸せ はじまっていた なのに 私のロビン・フッドさま いとしのロビン・フッドさま どこを旅しているのです 熱い胸かして下さい あなたはいつのまに 私をおいてどこへ ひとりでさすらいの 旅にでかけたの 弓矢をもう一度 ロビン・フッドみたいに キリリとひきしぼり はなって欲しい 赤い赤いリンゴは 穴が穴があいたまんまで すきま風が むなしく吹いて このまま ひとりじゃこごえそうなの なのに 私のロビン・フッドさま いとしのロビン・フッドさま どこを旅しているのです リンゴから 矢をぬいたまま 私のロビン・フッドさま いとしのロビンフッドさま はやく帰って下さいね いつまでも 待ちつづけます
112,112,見知らぬ国のトリッパー,"
岡本舞子",佐藤純子,馬飼野康二,港へ抜ける路地から 潮の香り 流れてくるの 駆け出して みあげたら かもめが はばたいてゆくわ オレンジかみしめたら 目にとびこむ すべての景色 絵ハガキにして エアメール あなたの街に 届けたい 見知らぬ国のトリッパー きのうとちがうトリッパー 私の心さえ 知らずにいるの ちょっと じれったいのよ はやく 気づいてほしい ふたり 歩きだすのよ めざめたての気持 大事に育ててね 入江の舟 揺れてる マストの先 光らせながら あしたには 遠い国 めざして 旅立ってゆくわ 見知らぬ国のトリッパー とびらをあけて トリッパー ちょっぴりこわいけど うちあけたいの 熱い 砂の上から あなた ひとりにおくる 笑顔 とっておきなの心 はるか あなたのもとへ とんでゆく 見知らぬ国のトリッパー きのうとちがうトリッパー 私の心さえ 知らずにいるの ちょっと じれったいのよ はやく 気づいてほしい ふたり 歩きだすのよ めざめたての気持 大事に育ててね
113,113,秘密のシェア,"
Sexy Zone",タナカヒロキ(LEGO BIG MORL),馬飼野康二,とっておきの君が見たいな 友達とは違う顔がいい 退屈な毎日 景色を変えるように 秘密をシェアしよう 二人だけの いたずらなその君の顔secret 他の人には見せないで 守れる？ 困ったような 恥ずかしそうな 絶妙な君の顔 愛しい ずっと抱きしめて愛を歌う 恥ずかしいような僕の秘密を 君だけには知っていてほしい 嘘が下手な君に 魔法をかけるように 唇に指を当ててあげる ゆびきりをしよう 戻れないsecret ドキドキが僕らの距離を縮める 誰にも言わない？ 内緒にできる？ 二人だけという言葉 嬉しい そっと耳元で愛を誓う 独り占めしたいし 独り占めしてほしい 秘密をシェアしよう 二人だけの いたずらなその君の顔secret 他の人には見せないで 守れる？ 困ったような 恥ずかしそうな 絶妙な君の顔 愛しい ずっと抱きしめて愛を歌う ゆびきりをしよう 戻れないsecret ドキドキが僕らの距離を縮める 誰にも言わない？ 内緒にできる？ 二人だけという言葉 嬉しい そっと耳元で愛を誓う
114,114,まかせて！チン・トン・シャン,"
田村英里子",中田有博,馬飼野康二,たいくつにペロッと おそわれたら パヤッパ 地球儀にのって 空想旅行 ラーメンすきさ カントン 買い物しよう ホンコン  ロックンロール ロンドン はちゃめちゃ スケジュール てってけ てってけ まかせて! チン・トン・シャン・テン・トン いますぐ チン・トン・シャン・テン・トン どこかへ チン・トン・シャン・テン・トン いこうよ 空はあおいおい チン・トン・シャン・テン・トン なんにも チン・トン・シャン・テン・トン いらない 夢だけがパスポート それがあればね ヤッホー コケッコー いそがしいからって 休まなくちゃ パヤッパ ときどきはポケッと 空想旅行 おひるは出前 てんどん ぽこぽこあなの れんこん からだをきたえ ピンポン おちゃらか 昼休み てってけ てってけ ガンバレ! チン・トン・シャン・テン・トン いますぐ チン・トン・シャン・テン・トン どこかへ チン・トン・シャン・テン・トン いこうよ おつかれさまさま チン・トン・シャン・テン・トン なんにも チン・トン・シャン・テン・トン いらない 夢だけがパスポート それがあればネ ヤッホー コケッコー チン・トン・シャン・テン・トン いますぐ チン・トン・シャン・テン・トン どこかへ チン・トン・シャン・テン・トン いこうよ 空はあおいおい チン・トン・シャン・テン・トン なんにも チン・トン・シャン・テン・トン いらない 夢だけがパスポート それがあればね ヤッホー コケッコー チン・トン・シャン・テン・トン いますぐ チン・トン・シャン・テン・トン どこかへ チン・トン・シャン・テン・トン いこうよ おつかれさまさま チン・トン・シャン・テン・トン なんにも チン・トン・シャン・テン・トン いらない 夢だけがパスポート それがあればネ ヤッホー コケッコー
115,115,君らしく生きる君が好きだ,"
KinKi Kids",秋元康,馬飼野康二,どれほどまで愛してるか 言葉にしたあの頃 愛のその意味さえ知らぬまま… 折れるくらい抱きしめれば わかり合えるだろうと 勘違いしていた僕なんだ そこに(咲いた) 花を(想う) 僕が(そっと)手折(たお)ることなく 風に揺れるその自由 そばで見守ろう 君らしく生きる 君が好きだよ まわりの視線に 気づかずに 自然な向きで 君らしく生きる 君が好きだよ 手に入れるだけが 愛じゃない 永遠の命 誰のために愛してるか 考えもしなかった 愛は自分の欲じゃないのか その唇 重ねた時 何か言おうとしてた 君の“君らしさ”を 奪ってた 部屋の(花瓶) 差した(瞬間) どんな(花も)過去になるんだ まるでこの先の未来 切り取ったように 情熱はいつか 燃え尽きるのさ 激しい炎に 僕たちは 灰になるんだ 情熱はいつか 燃え尽きるのさ 僕は沈まない いつまでも 太陽になろう 君らしく生きる 君が好きだよ まわりの視線に 気づかずに 自然な向きで 君らしく生きる 君が好きだよ 手に入れるだけが 愛じゃない 永遠の命 永遠の命
116,116,レインボー・ムーン,"
安室奈美恵",売野雅勇,馬飼野康二,月に架かった虹のように 愛はあなたと逢えた奇蹟 たったひとりだけのひとが あなただったと涙で分かる 幸せをそっと抱きしめると 夢は祈りだと知った 引き潮が月に導かれて ゆくように愛を教えたひと 海の小さな小片(かけら)だから 愛の涙は懐しいの 命たちが生まれてきた 場所に心が帰るように 指差した空の美しさも あなたにはかなわない 少年のようなその気高さ 失くさずに生きていて ずっと 夢はもういらない 夢はあなたと 出逢うことだったから 少年のようなその眼差し 失くさずに生きていてずっと 幸せをそっと抱きしめると 夢は祈りだと知った 引き潮が月に導かれて ゆくように愛を教えたひと 幸せをそっと抱きしめると 夢は祈りだと知った 引き潮が月に導かれて ゆくように愛を教えたひと
117,117,ワンダー・ブギ,"
石野真子",阿久悠,馬飼野康二,ブギウギ・シュワッチ ブギ・ドゥワー ブギウギ・シュワッチ ブギ・ドゥワー 真夏はユカイ (真夏はユカイ) ワンダー ワンダー・ブギウギ 鯨(くじら)の背中の上で ビキニの娘が踊る ゆらゆら揺れてる胸に 鴎(かもめ)が見とれて落ちる 仲間の鴎が怒(おこ)り 娘のビキニをはずす パパイヤみたいな胸に 鴎は真赤に染(そ)まる ただよう鯨に 真赤な鴎 セクシー娘のきりきり舞い ブギウギ・シュワッチ ブギ・ドゥワー ブギウギ・シュワッチ ブギ・ドゥワー 真夏はユカイ (真夏はユカイ) ワンダー ワンダー・ブギウギ アルプスみたいな波を サーフィン野郎が滑(すべ)る 浜辺のパラソル娘 ふわりと浮かんでしまう コバルト色した空に ピンクの花びら開く ハラハラポーズの娘 空から波間に落ちる 波のり野郎に パラソル娘 セクシービーチのきりきり舞い ブギウギ・シュワッチ ブギ・ドゥワー ブギウギ・シュワッチ ブギ・ドゥワー 真夏はユカイ (真夏はユカイ) ワンダー ワンダー・ブギウギ……
118,118,Hey World,"
井口裕香",松尾潔,馬飼野康二,カラダはこんなにクタクタに疲れてるのに ココロはどうしてドキドキが止まらないんだろ？ 昨日とちがう明日があること 信じられる自分がいるなら 今日も走れ 倒れたって恥ずかしくない もう一度立ち上がれば あと少しでたどり着けそうな予感がしてる 夢の地図なんていらない 目指す場所はもうずっと決まっている 新しい世界にいま出会いたいよ やっぱりラクして生きるのも悪くないかな たまにはひとりでそんなこと考えるけれど 道がふたつあるときはいつも 険しい道ばかり選んで ここまで来た 泣きたければ泣けばいいのさ 涙はやがて乾く あと少しで見えてくるはず 気のせいじゃない 夢は目を開けて見るもの すぐに叶わないからおもしろい 本当の自分にいま出会いたいよ きっと知らない 本当の世界 もっと知りたい 本当の自分 倒れたって恥ずかしくない もう一度立ち上がれば あと少しでたどり着けるよ そんな気がする 夢の地図なんていらない 目指す場所はもうずっと決まっている 新しい世界にいま出会いたいよ
119,119,真夜中のシャドーボーイ ～SENSE or LOVE Remix～,"
Hey! Say! JUMP",ma-saya・ラップ詞：Komei Kobayashi,馬飼野康二,"こっち向いてよ チェリー そっちじゃない チェリー いつでも願いは 届かない あっちこっちに チェリー どっちつかず チェリー 名前を呼ばれて 揺れ惑う イヤだよ 触らせたり むじゃきに 人に媚びちゃ 甘くて酸っぱいとこ 残しておいて 「シャドー…」 真夜中のカーボーイになって 君に君に伝えたい もし君が 望むなら どんな場所へも連れて行く 今夜もJust like this 君に届かないキス まるで禁断の果実 だけどいつも君がOnly one そっと伸ばすこの手に 甘く熟してくMy destiny 君が望むならYes, I'm ready You're myチェリー 「シャドー…？」 真夜中のカーボーイになって 君を君を奪いたい その笑顔 守るために 命懸けてもかまわない かまわない"
