,Song_Title,Artist,Lyricist,Composer,Lyric
10,街角の恋人たち,"
嵐",Goro.T,Kevin Charge・Ricky Hanley・Carlos Okabe・Saw Arrow,"You mean so much to me 永遠って言葉しまって この瞬間を感じてたい ありふれた出逢いも 確かめ合うたびに Crazy for you 見慣れたステージで Blooming 彩り添えてく Your sweetness 手と手重ねて 無邪気な願いを口ずさんで 生まれてくLove Song 夜風がさらう Somebody to love そう誰にだって訪れる Are you ready for love？ ただ導かれるように 偶然が描きだす それぞれのストーリー You're my baby girl 街中に溢れるけど また儚さに揺れてる One's first love だから今 最愛のOnly one It's you For...抱きしめるから Slave to love 愛しさで満ちてく Break up 味わってSlow down 冷たい月日もTime heals Do you think so, too？ 傷付いたっていいさ 必ず涙は乾いてく It's up to you Glooming 迷い込んだって My brightness 照らしてくれる 小さな温もり包み込んで このままDreamin' また恋に落ちてく Our special time 今キミがそばにいる Our whole new life それだけで鮮やかに 寄り添って語らう いくつものフレーズ You're my everything 日常を飾るけど はしゃぐ恋人たちの Shapes of love その中で 最後のMy lover It's you For... 届けたいから A blessed time 特別な誓いを ふたつの鼓動 鳴り響いて 遠く星屑に祈りを My love Oh, No No No... 時間(とき)を止めて I'll hold you Somebody to love そう誰にだって訪れる Are you ready for love？ ただ導かれるように 偶然が描きだす それぞれのストーリー You're my baby girl 街中に溢れるけど また儚さに揺れてる One's first love だから今 最愛のOnly one It's you For... 抱きしめるから Slave to love 愛しさで満ちてく"
11,街は恋人,"
五十嵐浩晃",高村圭,山崎稔,街は恋人 二人を抱きしめる きらめく風を 追いかけ 駆け出す ちぎれた愛は すてて とめた時計を もとに戻し 街を歩こう かわいた涙 わすれ 恋のメロディー きっと出会う 君にあげよう 時間よ止まらないで 長い髪の天使は 舞い降りたばかりさ 街は恋人 二人を抱きしめる きらめく風を 追いかけ 駆け出す ささやく風に のせて ゆれる気持を 書いた手紙 空にとばそう 見なれた街も なぜか ちょっと まぶしい 光の中 君が見える 瞳をそらさないで 二人の物語は いま始まったばかりさ 街は恋人 心を踊らせる あしたの夢を 追いかけ 翔び立つ 時間よ止まらないで 長い髪の天使は 舞い降りたばかりさ 街は恋人 二人を抱きしめる きらめく風を 追いかけ 駆け出す 街は恋人 心を踊らせる あしたの夢を 追いかけ 翔び立つ
12,真夏の夜の事,"
初恋の嵐",西山達郎,西山達郎,真夏の夜にとり残されて   僕は静かに 君を見据えて 甘い言葉で  ささやけばいい 夢か嘘か幻かなんて 分からなくなるまでただだらしなく 時計を止めて愛し合いたい  いつもは夜が 待ち切れなくて 何も出来ずに  こぼしてしまう 訪れる者のいない部屋で 色んな事おもい浮かべてみたよ 次第に溶け出して消えるんだ 次第に溶け出して これは想像のストーリー 意味など無い 想像のストーリー 真夏の夜に僕は眠れず 考えている 君を見つめて 思った事を 口に出したい 訪れる者のいない部屋で 色んな事おもい浮かべてみたよ 次第に泣き出してしまうんだ 次第に泣き出して これは想像のストーリー 意味など無い 想像のストーリー これは想像のストーリー などでは無い 真夏の夜の事
13,maboroshi,"
嵐",小林建樹,小林建樹,はじめてさ 君と出会って 時間は止まったままで もう二度と会えないの? 心が君を求めている 抜け殻だよ… 出口のない迷宮の中を彷徨(さまよ)っている さよならは終わらない季節照らした 求めても求めても届かないけど 風に散った夢のようさ 運命がこの恋の行く手を塞(ふさ)ぎ 赤い糸 引き裂いてしまったとしても 君の記憶は消えやしない はじめてさ 君と出会って 生まれた意味を知ったんだ 巡り会うこの奇跡に 鼓動が空に響いたのさ 抜け殻だよ… 君のいない迷宮の中を彷徨(さまよ)っている 浮かんでは消えてゆく 君の幻 手を伸ばし追い掛けて抱き締めるけど 砂のように壊れてく 僕だけの君でいて 他にはなにも いらないよ そばにいて離したくない せめて夢の中だけでもいい 一人流した涙の轍(わだち)に 冷たい風が吹く 浮かんでは消えてゆく 君の幻 手を伸ばし追い掛けて抱き締めるけど 砂のように壊れてく… さよならは終わらない季節照らした 求めても求めても届かないけど 風に散った夢のようさ 運命がこの恋の行く手を塞(ふさ)ぎ 赤い糸 引き裂いてしまったとしても 君の記憶は消えやしない
14,守ってあげたい,"
五十嵐響子(種崎敦美)",松任谷由実,松任谷由実,"You don't have to worry, worry, 守ってあげたい あなたを苦しめる全てのことから 初めて 言葉を交した日の その瞳を 忘れないで いいかげんだった 私のこと 包むように 輝いてた 遠い夏 息をころし トンボを採った もう一度あんな気持で 夢をつかまえてね So, you don't have to worry, worry, 守ってあげたい あなたを苦しめる全てのことから 'Cause I love you, 'Cause I love you. このごろ沈んで 見えるけれど こっちまで ブルーになる 会えないときにも あなたのこと 胸に抱いて 歩いている 日暮れまで土手にすわり レンゲを編んだ もう一度 あんな気持で 夢を形にして So, you don't have to worry, worry 守ってあげたい 他には何ひとつできなくてもいい 'Cause I love you, 'Cause I love you. So, you don't have to worry worry, 守ってあげたい あなたを苦しめる全てのことから 'Cause I love you, 守ってあげたい"
15,真夜中の太陽,"
森友嵐士",森友嵐士,森友嵐士,真夜中の太陽 背にして 何度でも火をつけて 強気になって 押し込めた感情 手にして 張り裂けたい ありのままに Wow YES！ リアルにきっともっと 風切っていたい 魂の孤独 滲む程に すべてはそう瞳に見えないレールに Ah 乗っかってるみたい 砂漠の様な自由と モノクロの不安に 未来のオレが突っ立ってる 運命の扉 今 こじあけろ Ah 錆び付く前に 唇噛みしめるくらいなら もう一度 その先へ 真夜中の太陽 背にして 何度でも火をつけて 強気になって 押し込めた感情 手にして 張り裂けたい ありのままに Wow YES YES YES！！ 迷路のような Decision Ah もう止めて テーブルに地図を叩き付けろ！ 歯が立たない今日のままじゃいられない Ah 窒息しそう 今夜 月に照らされた夜 もう一度 手をのばせ 真夜中の太陽 背にして 何度でも火をつけて 強気になって 押し込めた感情 手にして 張り裂けたい ありのままに Wow 真夜中の太陽 背にして 何度でも火をつけて 強気になって 押し込めた感情 手にして 張り裂けたい ありのままに Wow YES YES YES！！
16,三日月,"
嵐",youth case,A-bee,夜空を分ける 川は遠く 二人の季節を待って 願い溢れてる 触れてみれば 切ないほど 淡い光に 頬を濡らしたひとしずくは 胸に溶けて 空よ 忘れないで 流れる星粒を 見守って 川を 越えて行くから 今宵もまた 夢で逢えるように そっとおやすみ 月夜に霞む 雲が隠す 浮かべたあの約束は 儚く揺れてる すくい上げた ひとかけらの 笑顔の記憶 消える前に放つ煌めき 胸に灯せ 夜よ 終わらないで 消える星粒を 見送って もしも 叶うのならば 二人がまた 巡り逢えるように 空よ 忘れないで 流れる星粒を 見守って 川を 越えて行くから 今宵もまた 夢で逢えるように そっとおやすみ
17,「未完」,"
嵐",JUNE・Rap詞：櫻井翔,Josef Melin,"All the time 隠し持っていた素顔 Don't you call my name 夢から醒めるたび 新しくCome alive again Never change my mind 振り向けば遠くなる「今」 I can't lose myself 無くしちゃいけないモノを In my heart 陰を光に変え Time to shine 扉開いて Now！ Now！ Now！ 望む方へとRun away Dive！ Dive！ Dive！ 今こそYou must find it 変わる事のないAnswer この手で壊したいなら I know it There is no turning back, there is no looking back That is what I've always wanted 見つめてCan you see？ Oh baby Do you wanna ride！？ I'm running in the light now 高鳴る鼓動が 合図になる I'll get it anyway l'm running in the light now 立ち止まることなく And I'm gonna make my world 暗闇から光 “僕らが拓いていく時代” なんてあの頃はいきがり いま、夢の先の未来 後ろなんて見ない ただそう前だけしか見ない 目の前は誰もいない その未来自分次第 Running running, never gonna stop it Running running, never gonna stop it oh もう止まれない 時代の流れに飲まれない 自分で自分を育てたいならただただ ひたすらもがけ ファイト 輝き出す未完成の「I」 Now！ Now！ Now！ 決めた方へとRun away Dive！ Dive！ Dive！ 全てはYou must find it 確かな事はStay here 気付けば答えになる I knew it There is no turning back, there is no looking back That is what I've always wanted 見つめてCan you see？ Oh baby Do you wanna ride！？ Do you wanna ride！？ 響け Release my soul, 0h baby Do you wanna ride！？"
18,Mr.FUNK,"
相葉雅紀(嵐)",youth case・Rap詞：Shigeo,Ricky Hanley・Daniel Sherman,小洒落たヤツらに 聞いてみな オレのことなら Everybody knows これで決まりさ とっておきの リアルなGrooveを 教えてやる この街はオレのもんさ 道をあけな！ 来たぜ Mr.Funk 熱いほど ここで遊ぼうよ おいでParty people 誰がNo.1 分かるだろう？ 誰よりもHot おいでParty people 腰つきはまるでDynamite テンション上がれば 爆発しそうなTonight どうだ Mr.Funk ヤバいだろう？ バラまくぜKissを おいでParty people Come into my world ストリートはFloorさ ブラザーたちと ソウルのWaveに 飛び乗れば 16のビートが 暴れまくる ときめくハーモニー 酔いしれる 噂に聞いたStar？ なんて 目じゃないのさ！ これが Mr.Funk 唸るほど ハデに遊ぼうよ イカすParty people さすがSuperstar 違うだろう？ 誰よりもHot イカすParty people 瞳の奥にはFirebird 見つめるだけで ヤケドするなよ Tonight そうさ Mr.Funk ハマるだろう？ バラまくぜKissを イカすParty people Danceさせるぜ このファンキーチューン ミラーボールより輝けるさ！ まさに全開 無限大 all in all 間違えず叫べ all right！ HIPHOPでも ロッケンロールも 混ぜ合わせてどうでしょうか？ つまんないジャンル 縛られない ほら 大人ならわかるでしょ？ Come on！ Don't stop このbeatで すべて忘れて踊ろう ノンストップで行くぜ つかんだらもう離さない Come on！ そうさ！ オレを信じて どこまでも いけるさ ダンサブルがいいよね 止めないでL00Pサウンズ That's right！ この街はオレのもんさ 道をあけな！ 夢が覚めてしまっても 何度だっていいよ また夢見ようよ もう忘れられないほど オレだけを見ろ 行くぜParty people！ 来たぜ Mr.Funk 熱いほど ここで遊ぼうよ おいでParty people 誰がNo.1 分かるだろう？ 誰よりもHot おいでParty people 腰つきはまるでDynamite テンション上がれば 爆発しそうなTonight どうだ Mr.Funk ヤバいだろう？ バラまくぜKissを おいでParty people Come into my world…
19,Mr. Lonely,"
嵐",Pink Wolf・Trevor Ingram,Trevor Ingram・Kanata Okajima・Stephen Rudden,Gimme the night 嘘じゃない 強く抱き締めたい 姿の見えない 謎めいてる Love Mr.Lonely Lonely このままなんてNo No 夜明けは きっとすぐ 今が出番さ Mr. Lonely その横目 Eye lash もっと追いかけたい この恋 掴めない Smoky 今度こそは Get ya 狙い撃ちさ From now on 僕を信じればいい 交差し出してる？ 二人のメロディ そう答えはすぐそこ C'mon C'mon Gimme the night その未来 僕だけに預けて 願い願うほどに 謎めいていく Love Mr.Lonely Lonely 今さら…なんてNo No もう理由(わけ)は 要らない 奪い去るんだ Mr. Lonely ふと見せる表情 遠い視線の先 誰を 見つめているの？ まだキミの中 ひそむ憂いなら Right away 全部捨ててしまえばいい 月の明かりが 二人照らしてる そう答えが欲しいよ C'mon C'mon Gimme the night 嘘じゃない 強く抱き締めたい 姿の見えない 謎めいてる Love Mr.Lonely Lonely このままなんてNo No 夜明けは きっとすぐ 今が出番さ Mr. Lonely 近づいて来る 高鳴る Heart Are you ready？ Are you ready to get my love？ Are you ready？ ツイテオイデ… Gimme the night その未来 僕だけに預けて 願い願うほどに 謎めいていく Love Mr.Lonely Lonely 今さら…なんてNo No もう理由(わけ)は 要らない 奪い去るんだ Mr. Lonely もうヒトリじゃない Come with me 何処へ向かう？ まだ分からないけど どこまでも行こう Oh もうヒトリじゃない Come with me 言葉超えて キミとずっと 僕の名前は Mr. Lonely
20,Mystic Fragrance,"
Knights",松井洋平,h-wonder,"胸に残すフレグランス… すれ違う時、気づいてるでしょう？ 触れずに (Feel me) 誘う (Please) Intention 鏡に映る本音にそっと 漂う (秘密-Secret-) 予感 (面紗-Veil-) 感じて 純粋な気持ちの裏の 抑えられない欲望が 月の輝く綺麗な 夜に翼を開くの (Let me, un, deux, trois) Top notesは (Impression) 真っ白いドレス (Wanna be Odette) 待っているの、たった一人だけを (Mystic Fragrance) 愛という芳香-Perfume-纒い (Mystic Fragrance) Balletを踊って 身につけるなら、それに相応しい 自分で (Feel me) いたい (Please) My Style 鏡に映る姿がきっと 瞳に (Your eyes) 映る (Only) 全て 立ち止まり俯いた日を 知っているから飾れるの もっと輝けるはずの 明日を強く信じていい (Let me, un, deux, trois) Middle notesは (Personality) カラフルなドレス (Wanna be Myself) 恋に落ちて、真実を知っていく (Mystic Fragrance) 愛という芳香-Perfume-纒い (Mystic Fragrance) 華麗に踊って Soak through… すっと、そっと、きっと、記憶に もっと、ずっと…染み込んで 一瞬だって永遠になるような 香りで抱きしめる (Let me, un, deux, trois) Last notesは (Desire) 漆黒のドレス (Wanna be Odile) 振り向かせたい、 たった一人だけを (Mystic Fragrance) 芳香が解けた時に (Mystic Fragrance) 真実-ほんとう-を伝えて (Mystic Fragrance) 色褪せない想いのひとひらを (Mystic Fragrance) 胸に残すフレグランス… 貴方の胸に"
21,道,"
嵐",河原雅彦,辻陽,てくてく歩く 道をゆく どぉこに続く道なのか～ そんなの道々考えよう もぉしも行き止まぁりなら～ かぁべ(壁)をうんしょ!と越えればいい 戻れなぁい 道はなぁい 今日もすぅすぅもぉう～(進もう)
22,未知のパーフェクション,"
山嵐",Kojima・Satoshi,山嵐,未知のパーフェクション 今踏み込めるぞ 言葉の壁を越え 東洋の神秘に翻弄させてやる だからあえて日本語 使いあこがれの域を抜け出せないなら 本場にゃ到底勝てない オレはあてない旅するアテナイ人のように探求続け 決してバテない 日本の一途な気質の秘密 追いつきも理解も出来やしないから 独走し続けろ ここ極東 黙祷で精神統一 とくとご覧あれ ジャパニーズスタイル 転がすRhyme 届かすVibe 常にニュータイプ アルバムの枚数のたび繰り返す脱皮の回数 目指すは未知のパーフェクション どでかい扉 さあ蹴破るぞ この土俵で勝ち抜くには母国語で 直下式に落とすがごとく 怒涛の勢いで発進 美しく洗練された言葉でウィルスを殺菌 感じな日本語の奥深さ ナリ小さくても決して臆するな 独特な文化響きを駆使 無視できないこの流れが最大の武器 いつまでも行くまでよ Back Fire どこまでも凝った言葉はく爆弾魔が 固い頭にBomb投下 旅の用意よけりゃ さあ行こうか 長旅になるが飽きさせないように 予定立てるツアー添乗員の私 純血なJapanese People 君に送りたいガンガンいいFlow 未知のパーフェクション 今踏み込めるぞ 言葉の壁を越え 絶妙なスペースを見渡す ボールはあなたへのキラーパス ドフリーでド派手にボレーを決めろ まだまだいけるさオレも君も 今日もはばたく昨日より高く 酔う気はマンマン勝利の美酒に 明日も花咲く今日よりヤバく 用意は万全放り投げずに 理屈だけじゃ何か足りない リズムに乗れたら間違いない 不可能なことはない 不可能なことはないかも Come on！ 音に乗る軽快なフロー みんな同じじゃつまんねえだろ 目指すは未知のパーフェクション どでかい扉 さあさあ蹴破る
